Airfoil,CL,CD,CLMax,Vlo,Lift,Drag,Average Resistance,WingArea,ThrustNeeded
2032c-il- 0 Deg Alpha,0.6454,0.01479,1.5265,33.88687033416631,16.40791562397641,0.37600414018997697,1.1478458277104489,38.0,10.964071963466285
2032c-il- 0 Deg Alpha,0.6454,0.01479,1.5265,33.666106613885844,16.407915623976418,0.3760041401899771,1.1478458277104486,38.5,10.836588507157767
2032c-il- 0 Deg Alpha,0.6454,0.01479,1.5265,33.449602074860834,16.40791562397641,0.37600414018997697,1.1478458277104489,39.0,10.712373857421266
2032c-il- 0 Deg Alpha,0.6454,0.01479,1.5265,33.2372215017566,16.40791562397641,0.3760041401899769,1.1478458277104489,39.5,10.591303882361633
2032c-il- 0 Deg Alpha,0.6454,0.01479,1.5265,33.02883561363269,16.407915623976415,0.376004140189977,1.1478458277104489,40.0,10.473260656678494
2032c-il- 0 Deg Alpha,0.6454,0.01479,1.5265,32.824320733221626,16.40791562397641,0.37600414018997697,1.1478458277104489,40.5,10.358132078543086
2032c-il- 0 Deg Alpha,0.6454,0.01479,1.5265,32.62355847845901,16.407915623976407,0.37600414018997685,1.1478458277104489,41.0,10.245811514508542
2032c-il- 0 Deg Alpha,0.6454,0.01479,1.5265,32.4264354745169,16.40791562397641,0.3760041401899769,1.1478458277104489,41.5,10.136197470089286
2032c-il- 0 Deg Alpha,0.6454,0.01479,1.5265,32.23284308474925,16.40791562397641,0.37600414018997697,1.1478458277104489,42.0,10.029193283870491
2032c-il- 0 Deg Alpha,0.6454,0.01479,1.5265,32.042677159098794,16.407915623976418,0.3760041401899771,1.1478458277104486,42.5,9.924706843209783
2032c-il- 0 Deg Alpha,0.6454,0.01479,1.5265,31.855837798641684,16.407915623976418,0.3760041401899771,1.1478458277104486,43.0,9.822650319773745
2032c-il- 3 Deg Alpha,0.9675,0.01371,1.5265,34.11203474032582,24.59661971830985,0.3485474484113985,0.9566150540452015,37.5,10.90372420494445
2032c-il- 3 Deg Alpha,0.9675,0.01371,1.5265,33.88687033416631,24.596619718309853,0.34854744841139856,0.9566150540452014,38.0,10.772841189801039
2032c-il- 3 Deg Alpha,0.9675,0.01371,1.5265,33.666106613885844,24.59661971830986,0.3485474484113986,0.9566150540452014,38.5,10.64535773349252
2032c-il- 3 Deg Alpha,0.9675,0.01371,1.5265,33.449602074860834,24.596619718309853,0.34854744841139856,0.9566150540452014,39.0,10.521143083756018
2032c-il- 3 Deg Alpha,0.9675,0.01371,1.5265,33.2372215017566,24.59661971830985,0.3485474484113985,0.9566150540452015,39.5,10.400073108696386
2032c-il- 3 Deg Alpha,0.9675,0.01371,1.5265,33.02883561363269,24.596619718309856,0.3485474484113986,0.9566150540452015,40.0,10.282029883013246
2032c-il- 3 Deg Alpha,0.9675,0.01371,1.5265,32.824320733221626,24.596619718309853,0.34854744841139856,0.9566150540452014,40.5,10.166901304877838
2032c-il- 3 Deg Alpha,0.9675,0.01371,1.5265,32.62355847845901,24.596619718309846,0.34854744841139845,0.9566150540452016,41.0,10.054580740843296
2032c-il- 3 Deg Alpha,0.9675,0.01371,1.5265,32.4264354745169,24.59661971830985,0.3485474484113985,0.9566150540452015,41.5,9.94496669642404
2032c-il- 3 Deg Alpha,0.9675,0.01371,1.5265,32.23284308474925,24.596619718309853,0.34854744841139856,0.9566150540452014,42.0,9.837962510205244
